entry_idx,entry_time,entry_price,stop,target,exit_idx,exit_time,exit_price,pnl,exit_reason,confidence,pattern,trade_type,tenure
1814,2025-03-21,217.73703002929688,207.42513103446603,238.36082801895856,1815,2025-03-24,220.19102478027344,2.4539947509765625,signal_exit,0.7,engulf,LONG,swing
1820,2025-03-31,221.58761596679688,213.10659227623606,238.5496633479185,1821,2025-04-01,222.64501953125,1.057403564453125,signal_exit,0.7216182778736411,engulf,LONG,swing
1825,2025-04-07,181.0169219970703,168.44341271668105,206.16394055784883,1826,2025-04-08,171.99899291992188,-9.017929077148438,signal_exit,0.5599075878298454,pin,LONG,swing
1827,2025-04-09,198.3644561767578,181.67495106320916,231.7434664038551,1828,2025-04-10,189.95504760742188,-8.409408569335938,signal_exit,0.6767508428535212,engulf,LONG,swing
1829,2025-04-11,197.6661529541016,178.9929333322371,235.01259219783057,1830,2025-04-14,202.02549743652344,4.359344482421847,signal_exit,0.7,engulf,LONG,swing
1843,2025-05-02,204.8485870361328,215.2983739561598,183.94901319607885,1844,2025-05-05,198.40435791015625,6.4442291259765625,signal_exit,0.8641822966522318,pin,SHORT,swing
1849,2025-05-12,210.5510406494141,219.9284874846276,191.79614697898708,1850,2025-05-13,212.6886138916016,-2.1375732421875,signal_exit,0.8075211918048272,pin,SHORT,swing
1853,2025-05-16,211.0205078125,202.47049895363037,228.12052553023926,1856,2025-05-21,202.47049895363037,-8.550008858869631,stop,1.0,inside,LONG,swing
1866,2025-06-05,200.40257263183597,207.16311466270656,186.88148857009477,1867,2025-06-06,203.68882751464844,-3.2862548828124716,signal_exit,0.7,engulf,SHORT,swing
1868,2025-06-09,201.2216339111328,208.11594972499526,187.43300228340792,1869,2025-06-10,202.44024658203125,-1.2186126708984375,signal_exit,0.85,engulf,SHORT,swing
1870,2025-06-11,198.55465698242188,205.4264998017409,184.81097134378382,1871,2025-06-12,198.97418212890625,-0.419525146484375,signal_exit,0.7,engulf,SHORT,swing
1877,2025-06-23,201.2715759277344,207.2508587644929,189.3130102542174,1878,2025-06-24,200.07293701171875,1.1986389160156534,signal_exit,0.7541911462378409,pin,SHORT,swing
1902,2025-07-29,211.03050231933597,215.39590696171865,202.2996930345706,1903,2025-07-30,208.81301879882807,2.2174835205078978,signal_exit,0.85,engulf,SHORT,swing
1905,2025-08-01,202.1505889892578,207.5658724033235,191.32002216112642,1906,2025-08-04,207.5658724033235,-5.415283414065698,stop,0.7,engulf,SHORT,swing
1911,2025-08-11,227.17999267578125,218.838159735492,243.86365855635972,1939,2025-09-19,243.86365855635972,16.683665880578474,target,1.0,pin,LONG,position
